model_name,split,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,loss,num_samples
single_convnext_tiny,val,0.9196803467425166,0.9250353638984755,0.9088274903768564,0.9152071576169466,0.9211103929006162,0.9196803467425166,0.9193181516345057,1.094052390113814,7383
simple_cnn,val,0.7628335365027766,0.7552919466732096,0.7172896905247683,0.7269192902855043,0.766747912642894,0.7628335365027766,0.7600315363442657,1.7496867734662855,7383
