model_name,split,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,loss,num_samples
single_effb0,val,0.8900176080184207,0.8946320455827641,0.872739773307593,0.8807761883292073,0.892634107572413,0.8900176080184207,0.8895818793295024,1.2417499645928873,7383
single_effb2,val,0.9054584857104159,0.9145580285315776,0.8942850542433974,0.9022872577612275,0.9069148529949888,0.9054584857104159,0.9049324923958973,1.1479814463993503,7383
